표적,시각,알수,현재,전체
nolja_0808,6010,2,12,157
nolja_0808,6011,2,12,157
nolja_0808,6012,1,12,157
nolja_0808,6018,2,137,157
nolja_0808,6021,2,138,157
nolja_0808,6022,2,138,157
nolja_0808,6023,2,137,157
nolja_0808,6025,2,130,157
nolja_0808,6028,2,110,197
nolja_0808,6031,1,100,157
nolja_0808,6032,1,100,157
nolja_0808,6033,2,100,157
nolja_0808,6034,1,101,157
nolja_0808,6035,2,101,157
nolja_0808,6073,10,2,131
nolja_0808,6574,11,1,19
nolja_0808,6583,2,1,11
nolja_0808,6584,2,1,11
nolja_0808,6588,1,10,11
nolja_0808,6589,2,10,11
nolja_0808,6590,2,10,11
nolja_0808,6704,13,3,19
nolja_0808,6705,13,3,19
nolja_0808,6713,9,125,132
nolja_0808,6714,11,117,132
nolja_0808,6717,8,120,132
nolja_0808,6904,9,1,109
nolja_0808,6905,10,1,109
nolja_0808,6906,7,109,109
nolja_0808,6909,8,21,109
nolja_0808,6911,8,35,109
nolja_0808,7147,10,36,109
nolja_0808,7149,10,1,132
nolja_0808,7152,8,68,132
nolja_0808,7153,10,32,132
nolja_0808,7154,8,43,132
nolja_0808,7155,8,42,132
nolja_0808,7412,7,42,132
nolja_0808,7417,2,1,121
nolja_0808,7420,2,7,121
nolja_0808,7422,2,9,121
nolja_0808,7424,1,11,121
nolja_0808,7426,2,14,121
nolja_0808,7675,2,14,121
nolja_0808,7676,2,14,121
nolja_0808,7678,2,1,176
nolja_0808,7679,1,2,176
nolja_0808,7681,2,5,176
nolja_0808,7683,2,9,176
nolja_0808,7685,2,13,176
nolja_0808,7686,2,15,176
nolja_0808,7687,2,17,176
nolja_0808,7688,2,18,176
nolja_0808,7692,2,22,176
nolja_0808,7694,1,29,176
nolja_0808,7695,2,28,172
nolja_0808,7699,1,32,176
nolja_0808,7700,1,33,176
nolja_0808,7701,3,34,176
nolja_0808,8461,13,3,19
nolja_0808,8462,12,3,19
nolja_0808,8463,10,4,19
nolja_0808,8465,8,5,19
nolja_0808,8466,9,6,19
nolja_0808,8467,9,7,19
nolja_0808,8469,8,9,19
nolja_0808,8472,7,12,19
nolja_0808,8475,9,14,19
nolja_0808,8476,8,15,19
nolja_0808,8477,8,15,19
nolja_0808,8673,9,14,19
nolja_0808,8674,9,14,19
nolja_0808,8675,9,14,19
nolja_0808,8677,8,15,19
nolja_0808,8678,8,16,19
nolja_0808,8679,8,16,19
nolja_0808,8931,9,16,19
nolja_0808,8936,11,9,132
nolja_0808,8938,10,20,132
nolja_0808,8939,10,39,132
nolja_0808,8940,8,50,132
nolja_0808,8941,7,57,132
nolja_0808,8942,9,58,132
nolja_0808,9178,9,58,132
nolja_0808,9183,2,1,121
nolja_0808,9184,2,121,121
nolja_0808,9188,1,110,121
nolja_0808,9189,2,108,121
nolja_0808,9191,2,101,121
nolja_0808,9192,2,97,121
nolja_0808,9193,2,93,121
nolja_0808,9195,2,66,121
nolja_0808,9201,2,56,121
nolja_0808,9209,2,41,121
nolja_0808,9431,2,41,121
nolja_0808,9434,10,1,17
nolja_0808,9436,11,1,19
nolja_0808,9784,13,3,19
nolja_0808,9785,13,3,19
nolja_0808,9786,13,3,19
nolja_0808,9792,2,1,177
nolja_0808,9795,2,166,177
nolja_0808,9799,2,150,177
nolja_0808,9800,1,148,177
nolja_0808,9945,2,153,177
nolja_0808,9946,2,153,177
nolja_0808,9949,2,1,157
nolja_0808,10106,2,11,157
nolja_0808,10107,2,11,157
nolja_0808,10109,3,14,157
nolja_0808,10114,1,1,120
nolja_0808,10120,2,106,120
nolja_0808,10121,2,105,120
nolja_0808,10298,2,106,120
nolja_0808,10299,2,106,120
nolja_0808,10300,1,106,120
nolja_0808,10301,2,106,120
nolja_0808,10302,2,104,120
nolja_0808,10303,2,102,120
nolja_0808,10305,1,100,120
nolja_0808,10306,2,62,120
nolja_0808,10308,2,95,120
nolja_0808,10309,2,84,120
nolja_0808,10310,1,93,120
nolja_0808,10311,2,92,120
nolja_0808,10312,1,91,120
nolja_0808,10313,1,91,120
nolja_0808,10314,2,91,120
nolja_0808,10315,2,91,120
nolja_0808,10316,2,91,120
nolja_0808,10317,1,91,120
nolja_0808,10318,1,91,120
nolja_0808,10319,2,91,120
nolja_0808,10320,2,91,120
nolja_0808,10321,2,91,120
nolja_0808,10322,1,91,120
nolja_0808,10323,1,91,120
nolja_0808,10324,2,91,120
nolja_0808,10325,2,91,120
nolja_0808,10326,2,91,120
nolja_0808,10327,1,91,120
nolja_0808,10328,2,90,120
nolja_0808,10329,2,88,120
nolja_0808,10330,2,87,120
nolja_0808,10331,1,87,120
nolja_0808,10492,2,88,120
nolja_0808,10493,2,88,120
nolja_0808,10494,1,88,120
nolja_0808,10495,1,86,120
nolja_0808,10496,1,88,120
nolja_0808,10497,2,86,120
nolja_0808,10498,2,88,120
nolja_0808,10499,1,86,120
nolja_0808,10500,1,86,120
nolja_0808,10501,1,88,120
nolja_0808,10502,2,88,120
nolja_0808,10503,2,88,120
nolja_0808,10504,1,88,120
nolja_0808,10507,1,63,120
nolja_0808,10509,2,78,120
nolja_0808,10510,1,76,120
nolja_0808,10513,2,69,120
nolja_0808,10516,2,61,120
nolja_0808,10520,2,1,132
nolja_0808,10521,1,1,132
nolja_0808,10522,2,1,132
nolja_0808,10523,2,1,132
nolja_0808,10524,2,1,132
nolja_0808,10525,2,132,132
nolja_0808,10526,3,132,132
nolja_0808,10946,12,3,19
nolja_0808,10947,13,3,19
nolja_0808,10948,13,3,19
nolja_0808,10949,12,3,19
nolja_0808,10950,13,3,19
nolja_0808,10951,12,3,19
nolja_0808,10952,13,3,19
nolja_0808,10953,13,3,19
nolja_0808,10954,12,3,19
nolja_0808,10955,13,3,19
nolja_0808,10956,12,3,19
nolja_0808,10958,8,5,19
nolja_0808,10960,9,6,19
nolja_0808,10962,7,10,19
nolja_0808,10963,10,11,19
nolja_0808,10964,8,12,19
nolja_0808,10965,8,12,19
nolja_0808,10966,9,14,19
nolja_0808,10967,9,14,19
nolja_0808,10968,8,15,19
nolja_0808,11164,9,14,19
nolja_0808,11165,8,14,19
nolja_0808,11166,8,14,19
nolja_0808,11167,8,14,19
nolja_0808,11168,9,14,19
nolja_0808,11177,2,1,132
nolja_0808,11179,1,131,132
nolja_0808,11180,2,128,132
nolja_0808,11186,1,116,132
nolja_0808,11188,2,112,132
nolja_0808,11189,2,109,132
nolja_0808,11192,1,104,132
nolja_0808,11193,2,102,132
nolja_0808,11194,2,100,132
nolja_0808,11195,1,88,132
nolja_0808,11196,1,96,132
nolja_0808,11197,2,99,132
nolja_0808,11199,2,89,132
nolja_0808,11209,2,65,132
nolja_0808,11213,2,68,132
nolja_0808,11214,1,80,132
nolja_0808,11218,2,90,132
nolja_0808,11222,2,30,132
nolja_0808,11223,2,28,132
nolja_0808,11225,2,83,132
nolja_0808,11227,2,19,132
nolja_0808,11228,2,17,132
nolja_0808,11229,2,16,132
nolja_0808,11230,2,17,132
nolja_0808,11403,1,18,132
nolja_0808,11404,2,18,132
nolja_0808,11405,1,18,132
nolja_0808,11406,2,18,132
nolja_0808,11407,2,18,132
nolja_0808,11408,1,18,132
nolja_0808,11409,2,18,132
nolja_0808,11410,1,18,132
nolja_0808,11411,2,18,132
nolja_0808,11414,2,1,120
nolja_0808,11415,2,1,120
nolja_0808,11416,1,1,120
nolja_0808,11418,1,116,160
nolja_0808,11422,1,111,120
nolja_0808,11423,2,110,120
nolja_0808,11429,1,88,120
nolja_0808,11430,1,96,120
nolja_0808,11432,2,93,120
nolja_0810,215,2,66,111
nolja_0810,232,1,1,79
nolja_0810,233,2,2,79
nolja_0810,234,2,7,79
nolja_0810,235,1,8,79
nolja_0810,236,2,6,79
nolja_0810,237,1,6,79
nolja_0810,396,1,6,79
nolja_0810,397,1,6,79
nolja_0810,398,2,6,79
nolja_0810,399,2,6,79
nolja_0810,400,2,6,79
nolja_0810,401,2,6,79
nolja_0810,402,1,6,79
nolja_0810,403,1,6,79
nolja_0810,404,2,6,79
nolja_0810,405,2,6,79
nolja_0810,406,2,6,79
nolja_0810,407,1,6,79
nolja_0810,408,2,6,79
nolja_0810,409,2,6,79
nolja_0810,410,2,6,79
nolja_0810,411,2,6,79
nolja_0810,412,1,6,79
nolja_0810,413,1,6,79
nolja_0810,414,2,6,79
nolja_0810,415,2,6,79
nolja_0810,416,2,9,79
nolja_0810,418,2,25,79
nolja_0810,588,12,3,17
nolja_0810,589,12,8,17
nolja_0810,590,12,3,17
nolja_0810,591,12,3,17
nolja_0810,592,12,3,17
nolja_0810,593,12,3,17
nolja_0810,597,2,1,65
nolja_0810,598,2,65,65
nolja_0810,599,2,65,65
nolja_0810,619,10,132,132
nolja_0810,620,11,132,132
nolja_0810,624,9,118,132
nolja_0810,812,10,1,70
nolja_0810,813,3,70,70
nolja_0810,816,7,57,70
nolja_0810,999,10,52,67
nolja_0810,1009,5,71,131
nolja_0810,1010,6,71,131
nolja_0810,1011,6,71,131
nolja_0810,1012,6,71,131
nolja_0810,1124,6,4,62
nolja_0810,1125,6,4,62
nolja_0810,1130,6,4,62
nolja_0810,1131,12,3,62
nolja_0810,1133,3,60,62
nolja_0810,1134,2,59,62
nolja_0810,1137,3,61,62
nolja_0810,1140,4,43,62
nolja_0810,1284,11,3,17
nolja_0810,1285,11,3,17
nolja_0810,1286,12,3,17
nolja_0810,1287,12,3,17
nolja_0810,1288,11,3,17
nolja_0810,1289,11,3,17
nolja_0810,1290,11,3,17
nolja_0810,1291,12,3,17
nolja_0810,1292,12,3,17
nolja_0810,1293,11,3,17
nolja_0810,1294,11,3,17
nolja_0810,1295,11,3,17
nolja_0810,1296,12,3,17
nolja_0810,1297,12,3,17
nolja_0810,1298,11,3,17
nolja_0810,1299,11,3,17
nolja_0810,1300,11,3,17
nolja_0810,1301,12,3,17
nolja_0810,1302,12,3,17
nolja_0810,1303,11,3,17
nolja_0810,1304,11,3,17
nolja_0810,1305,11,3,17
nolja_0810,1306,12,3,17
nolja_0810,1307,12,3,17
nolja_0810,1308,11,3,17
nolja_0810,1309,11,3,17
nolja_0810,1310,12,3,17
nolja_0810,1311,12,3,17
nolja_0810,1312,12,3,17
nolja_0810,1313,11,3,17
nolja_0810,1314,11,3,17
nolja_0810,1321,10,124,132
nolja_0810,1544,10,112,132
nolja_0810,1555,2,64,65
nolja_0810,1557,2,55,65
nolja_0810,1797,1,55,65
nolja_0810,1802,10,1,67
nolja_0810,1803,9,1,67
nolja_0810,1804,10,1,67
nolja_0810,1805,9,1,67
nolja_0810,1806,10,1,67
nolja_0810,1808,8,1,71
nolja_0810,2030,12,8,17
nolja_0810,2032,12,3,17
nolja_0810,2033,11,3,17
nolja_0810,2034,11,3,17
nolja_0810,2035,12,3,17
nolja_0810,2048,10,1,73
nolja_0810,2290,10,58,70
nolja_0810,2291,10,58,70
nolja_0810,2292,10,58,70
nolja_0810,2293,9,58,70
nolja_0810,2298,10,1,79
nolja_0810,2301,2,78,79
nolja_0810,2302,11,69,79
nolja_0810,2532,9,1,131
nolja_0810,2534,8,128,131
nolja_0810,2540,9,66,131
nolja_0810,2858,12,3,17
nolja_0810,2859,12,3,17
nolja_0810,2860,11,3,17
nolja_0810,2861,12,3,17
nolja_0810,2866,10,1,132
nolja_0810,2867,11,132,132
nolja_0810,2870,9,105,132
nolja_0810,3118,9,105,132
nolja_0810,3126,9,1,104
nolja_0810,3127,10,1,104
nolja_0810,3128,9,8,109
nolja_0810,3130,8,18,109
nolja_0810,3131,7,67,104
nolja_0810,3132,8,49,104
nolja_0810,3133,7,45,104
nolja_0810,3134,8,45,104
nolja_0810,3754,2,1,120
nolja_0810,3755,2,1,120
nolja_0810,3756,1,1,120
nolja_0810,3757,2,1,120
nolja_0810,3768,2,1,146
nolja_0810,3769,2,3,146
nolja_0810,3770,2,8,139
nolja_0810,3771,2,14,148
nolja_0810,3772,2,24,146
nolja_0810,3941,2,25,146
nolja_0810,3942,1,25,146
nolja_0810,3943,2,25,146
nolja_0810,3944,2,25,146
nolja_0810,3945,1,25,149
nolja_0810,3946,2,25,146
nolja_0810,3947,1,25,146
nolja_0810,3948,2,25,146
nolja_0810,3949,2,25,146
nolja_0810,3950,2,25,146
nolja_0810,3951,2,25,146
nolja_0810,3952,1,25,149
nolja_0810,3953,2,25,149
nolja_0810,3954,2,25,146
nolja_0810,3955,1,25,149
nolja_0810,3956,2,25,146
nolja_0810,3957,1,25,146
nolja_0810,3958,2,25,146
nolja_0810,3959,2,25,146
nolja_0810,3960,2,25,146
nolja_0810,3961,2,25,146
nolja_0810,3962,2,25,146
nolja_0810,3963,2,25,146
nolja_0810,3964,2,25,146
nolja_0810,3965,1,25,146
nolja_0810,3966,2,25,146
nolja_0810,3967,1,25,146
nolja_0810,3968,2,25,149
nolja_0810,3969,2,25,146
nolja_0810,3970,2,25,146
nolja_0810,3971,2,25,146
nolja_0810,3972,1,25,146
nolja_0810,3973,2,25,146
nolja_0810,3974,2,25,146
nolja_0810,3975,1,25,149
nolja_0810,3976,2,25,149
nolja_0810,3977,1,25,149
nolja_0810,3978,2,25,149
nolja_0810,3979,2,25,149
nolja_0810,3980,2,25,149
nolja_0810,3981,2,25,146
nolja_0810,3982,2,25,149
nolja_0810,3983,2,25,146
nolja_0810,3984,2,25,146
nolja_0810,3985,1,25,149
nolja_0810,3986,2,25,149
nolja_0810,3987,1,25,146
nolja_0810,3988,2,25,146
nolja_0810,3989,2,25,146
nolja_0810,3990,2,25,146
nolja_0810,3991,2,25,149
nolja_0810,3992,1,25,149
nolja_0810,3993,2,25,146
nolja_0810,3994,2,25,146
nolja_0810,3997,2,1,65
nolja_0810,4001,1,52,65
nolja_0810,4174,1,53,65
nolja_0810,4175,2,53,65
nolja_0810,4176,2,53,65
nolja_0810,4177,1,53,65
nolja_0810,4178,2,53,65
nolja_0810,4179,1,53,65
nolja_0810,4180,2,53,65
nolja_0810,4181,2,53,65
nolja_0810,4400,12,3,17
nolja_0810,4412,10,2,132
nolja_0810,4417,9,11,132
nolja_0810,4418,9,9,132
nolja_0810,4419,10,7,132
nolja_0810,4420,10,7,132
nolja_0810,4659,8,9,17
nolja_0810,4660,7,9,17
nolja_0810,4661,8,9,17
nolja_0810,4662,8,9,17
nolja_0810,4664,9,1,132
nolja_0810,4665,10,1,132
nolja_0810,4666,11,132,132
nolja_0810,4667,11,132,132
nolja_0810,4668,8,131,132
nolja_0810,4670,11,130,132
nolja_0810,4671,9,129,132
nolja_0810,4673,8,127,132
nolja_0810,4675,8,125,132
nolja_0810,4676,10,124,132
nolja_0810,4677,8,123,132
nolja_0810,4678,8,122,132
nolja_0810,4680,9,119,132
nolja_0810,4681,10,118,132
nolja_0810,4682,10,118,132
nolja_0810,4683,10,117,132
nolja_0810,4685,9,115,132
nolja_0810,4686,8,115,132
nolja_0810,4687,9,115,132
nolja_0810,4688,8,113,132
nolja_0810,4689,10,112,132
nolja_0810,4690,8,111,132
nolja_0810,4691,9,111,132
nolja_0810,4913,9,110,131
nolja_0810,4915,9,110,131
nolja_0810,4916,8,110,131
nolja_0810,4917,9,110,131
nolja_0810,4918,8,110,131
nolja_0810,4919,9,110,131
nolja_0810,4920,9,110,131
nolja_0810,4921,8,110,131
nolja_0810,4922,9,110,131
nolja_0810,4923,8,110,131
nolja_0810,4924,9,110,131
nolja_0810,4925,9,110,131
nolja_0810,4926,8,110,131
nolja_0810,4927,10,109,131
nolja_0810,4928,9,109,131
nolja_0810,4929,10,109,131
nolja_0810,4930,8,108,131
nolja_0810,4931,9,107,131
nolja_0810,4933,9,105,131
nolja_0810,4934,9,104,131
nolja_0810,4936,11,103,131
nolja_0810,5215,12,3,19
nolja_0810,5216,12,3,19
nolja_0810,5217,13,3,19
nolja_0810,5253,2,1,157
nolja_0810,5254,2,1,157
nolja_0810,5255,2,1,157
nolja_0810,5256,1,2,157
nolja_0810,5259,2,28,157
nolja_0810,5484,1,28,157
nolja_0810,5486,2,1,176
nolja_0810,5487,2,176,176
nolja_0810,5488,2,171,172
nolja_0810,5492,2,119,172
nolja_0810,5495,2,99,175
nolja_0810,5499,2,75,176
nolja_0810,5501,2,81,176
nolja_0810,5502,2,83,176
nolja_0810,5503,2,81,176
nolja_0810,5504,2,80,176
nolja_0810,5505,2,80,176
nolja_0810,5506,1,80,176
nolja_0810,5507,2,83,176
nolja_0810,5508,2,85,176
nolja_0810,5509,1,85,176
nolja_0810,5511,1,1,121
nolja_0810,5512,1,121,121
nolja_0810,5748,2,82,121
nolja_0810,5752,2,170,177
nolja_0810,5756,2,120,177
nolja_0810,5990,1,120,177
nolja_0810,5991,1,120,177
nolja_0810,5992,1,120,177
nolja_0810,5993,2,120,177
nolja_0810,5994,2,120,177
nolja_0810,5995,1,120,177
nolja_0810,5996,1,120,177
nolja_0810,5997,1,120,177
nolja_0810,5998,2,120,177
nolja_0810,5999,2,120,177
nolja_0810,6000,1,120,177
nolja_0810,6001,1,120,177
nolja_0810,6002,1,120,177
nolja_0810,6003,2,120,177
nolja_0810,6004,2,120,177
nolja_0810,6005,1,120,177
nolja_0810,6006,1,120,177
nolja_0810,6007,1,120,177
nolja_0810,6008,2,120,177
nolja_0810,6009,2,120,177
nolja_0810,6010,1,120,177
nolja_0810,6011,1,120,177
nolja_0810,6012,1,120,177
nolja_0810,6013,2,120,177
nolja_0810,6014,2,120,177
nolja_0810,6018,11,1,79
nolja_0810,6019,10,3,79
nolja_0810,6020,9,4,79
nolja_0810,6023,5,21,79
nolja_0810,6234,9,16,73
nolja_0810,6235,9,16,73
nolja_0810,6236,9,16,73
nolja_0810,6237,8,16,73
nolja_0810,6238,8,16,73
nolja_0810,6239,9,16,73
nolja_0810,6240,9,16,73
nolja_0810,6241,9,16,73
nolja_0810,6242,8,16,73
nolja_0810,6243,8,16,73
nolja_0810,6244,9,16,73
nolja_0810,6245,9,16,73
nolja_0810,6246,9,16,73
nolja_0810,6247,8,16,73
nolja_0810,6248,8,16,73
nolja_0810,6249,9,16,73
nolja_0810,6250,9,16,73
nolja_0810,6251,9,16,73
nolja_0810,6252,8,16,73
nolja_0810,6253,8,16,73
nolja_0810,6254,9,16,73
nolja_0810,6255,9,16,73
nolja_0810,6256,9,16,73
nolja_0810,6257,8,16,73
nolja_0810,6258,9,16,73
nolja_0810,6259,9,16,73
nolja_0810,6260,9,16,73
nolja_0810,6261,9,16,73
nolja_0810,6262,8,16,73
nolja_0810,6263,9,16,73
nolja_0810,6264,9,16,73
nolja_0810,6265,9,16,73
nolja_0810,6266,9,16,73
nolja_0810,6267,8,16,73
nolja_0810,6268,9,16,73
nolja_0810,6269,9,16,73
nolja_0810,6270,9,16,73
nolja_0810,6271,9,16,73
nolja_0810,6274,11,1,30
nolja_0810,6276,7,8,30
nolja_0810,6550,12,3,19
nolja_0810,6561,9,1,76
nolja_0810,6562,10,2,76
nolja_0810,6807,8,11,76
nolja_0810,6808,8,11,76
nolja_0810,6809,8,11,76
nolja_0810,6810,7,11,76
nolja_0810,6811,7,11,76
nolja_0810,6812,8,11,76
nolja_0810,6813,8,11,76
nolja_0810,6814,7,11,76
nolja_0810,6815,7,11,76
nolja_0810,6816,7,11,76
nolja_0810,6817,8,11,76
nolja_0810,6818,8,11,76
nolja_0810,6819,7,11,76
nolja_0810,6820,7,11,76
nolja_0810,6821,7,11,76
nolja_0810,6822,8,11,76
nolja_0810,6823,8,11,76
nolja_0810,6824,7,11,76
nolja_0810,6825,7,11,76
nolja_0810,6826,7,11,76
nolja_0810,6827,8,11,76
nolja_0810,6828,8,11,76
nolja_0810,6829,8,11,76
nolja_0810,6830,7,11,76
nolja_0810,6831,7,11,76
nolja_0810,6832,8,11,76
nolja_0810,6833,8,11,76
nolja_0810,6834,7,11,76
nolja_0810,6835,8,11,76
nolja_0810,6836,8,11,76
nolja_0810,6837,8,11,76
nolja_0810,6838,8,11,76
nolja_0810,6839,8,11,76
nolja_0810,6840,7,11,76
nolja_0810,6841,7,11,76
nolja_0810,6842,8,11,76
nolja_0810,6843,8,11,76
nolja_0810,6844,7,11,76
nolja_0810,6845,7,11,76
nolja_0810,6846,7,11,76
nolja_0810,6847,8,11,76
nolja_0810,6848,8,11,76
nolja_0810,6849,8,11,76
nolja_0810,6850,7,11,76
nolja_0810,6851,7,11,76
nolja_0810,6855,10,1,105
nolja_0810,6856,11,3,105
nolja_0810,6858,3,20,105
nolja_0810,6859,11,26,105
nolja_0810,7049,8,27,105
nolja_0810,7050,8,27,105
nolja_0810,7051,8,27,105
nolja_0810,7052,8,27,105
nolja_0810,7053,7,27,105
nolja_0810,7054,8,27,105
nolja_0810,7055,8,27,105
nolja_0810,7056,8,27,105
nolja_0810,7057,8,27,105
nolja_0810,7058,7,27,105
nolja_0810,7059,8,27,105
nolja_0810,7060,8,27,105
nolja_0810,7061,8,27,105
nolja_0810,7062,8,27,109
nolja_0810,7063,7,27,105
nolja_0810,7064,8,27,105
nolja_0810,7065,8,27,105
nolja_0810,7066,8,27,105
nolja_0810,7067,8,27,105
nolja_0810,7068,7,27,105
nolja_0810,7069,8,27,105
nolja_0810,7072,3,17,108
nolja_0810,7074,3,20,105
nolja_0810,7075,3,16,185
nolja_0810,7294,8,9,104
nolja_0810,7295,7,9,104
nolja_0810,7298,8,103,103
nolja_0810,7299,8,103,103
nolja_0810,7300,9,102,103
nolja_0810,7301,8,101,103
nolja_0810,7302,7,100,103
nolja_0810,7303,8,99,103
nolja_0810,7304,10,88,103
nolja_0810,7305,9,97,103
nolja_0810,7308,8,93,103
nolja_0810,7309,9,92,103
nolja_0810,7310,11,91,103
nolja_0810,7311,11,90,103
nolja_0810,7312,7,89,103
nolja_0810,7315,9,87,103
nolja_0810,7316,7,86,103
nolja_0810,7317,7,85,103
nolja_0810,7318,9,84,103
nolja_0810,7319,9,83,103
nolja_0810,7320,10,61,103
nolja_0810,7321,10,81,103
nolja_0810,7550,10,76,97
nolja_0810,7551,9,76,97
nolja_0810,7552,9,76,97
nolja_0810,7553,10,76,97
nolja_0810,7554,10,76,97
nolja_0810,7555,10,76,97
nolja_0810,7556,9,76,97
nolja_0810,7557,9,76,97
nolja_0810,7558,10,76,97
nolja_0810,7559,10,76,97
nolja_0810,7560,10,76,97
nolja_0810,7561,9,76,97
nolja_0810,7562,9,76,97
nolja_0810,7563,10,76,97
nolja_0810,7564,10,76,97
nolja_0810,7565,10,76,97
nolja_0810,7566,9,76,97
nolja_0810,7567,9,76,97
nolja_0810,7568,10,76,97
nolja_0810,7569,10,76,97
nolja_0810,7570,10,76,97
nolja_0810,7571,9,76,97
nolja_0810,7572,9,76,97
nolja_0810,7582,11,1,131
nolja_0810,7584,12,131,131
nolja_0810,7589,9,115,131
nolja_0810,7590,9,118,131
nolja_0810,8684,8,9,93
nolja_0810,8687,6,21,43
nolja_0810,8691,6,30,43
nolja_0810,8856,11,29,43
nolja_0810,8857,11,29,43
nolja_0810,8858,10,29,43
nolja_0810,8859,10,29,43
nolja_0810,8860,10,29,43
nolja_0810,8861,11,29,43
nolja_0810,8862,11,29,43
nolja_0810,8863,10,29,43
nolja_0810,8864,11,29,43
nolja_0810,8865,10,29,43
nolja_0810,8866,11,29,43
nolja_0810,8867,11,29,43
nolja_0810,8868,10,29,43
nolja_0810,8869,10,29,43
nolja_0810,8870,10,29,43
nolja_0810,8871,11,29,43
nolja_0810,8872,11,29,43
nolja_0810,8873,10,29,43
nolja_0810,8874,10,29,43
nolja_0810,8875,11,29,43
nolja_0810,8876,11,29,43
nolja_0810,8877,11,29,43
nolja_0810,8878,10,29,43
nolja_0810,8879,11,29,43
nolja_0810,8880,10,29,43
nolja_0810,8881,11,29,43
nolja_0810,8882,11,29,43
nolja_0810,8883,10,29,43
nolja_0810,8884,10,29,43
nolja_0810,8885,11,29,43
nolja_0810,8886,11,29,43
nolja_0810,8887,11,29,43
nolja_0810,8888,10,29,43
nolja_0810,8889,10,29,43
nolja_0810,8890,10,29,43
nolja_0810,8891,11,29,43
nolja_0810,8892,11,29,43
nolja_0810,8893,10,29,43
nolja_0810,8894,10,29,43
nolja_0810,8895,11,29,43
nolja_0810,8896,11,29,43
nolja_0810,8897,11,29,43
nolja_0810,8898,10,29,43
nolja_0810,8899,10,29,43
nolja_0810,8900,11,29,43
nolja_0810,8901,11,29,43
nolja_0810,8902,11,29,43
nolja_0810,8903,10,29,43
nolja_0810,8904,10,29,43
nolja_0810,8905,11,29,43
nolja_0810,8906,11,29,43
nolja_0810,8907,11,29,43
nolja_0810,8908,10,29,43
nolja_0810,8909,11,29,43
nolja_0810,8910,10,29,43
nolja_0810,8911,11,29,43
nolja_0810,8912,11,29,43
nolja_0810,8914,4,1,81
nolja_0810,8915,10,2,61
nolja_0810,8917,7,8,61
nolja_0810,8918,8,8,81
nolja_0810,8919,8,8,81
nolja_0810,9100,8,22,81
nolja_0810,9101,8,22,81
nolja_0810,9102,9,22,81
nolja_0810,9103,9,22,81
nolja_0810,9104,8,22,81
nolja_0810,9105,8,22,81
nolja_0810,9106,8,22,81
nolja_0810,9108,10,1,105
nolja_0810,9109,10,2,105
nolja_0810,9116,6,22,105
nolja_0810,9118,8,27,105
nolja_0810,9121,2,32,105
nolja_0810,9122,3,34,105
nolja_0810,9126,7,43,105
nolja_0810,9127,5,45,105
nolja_0810,9128,8,46,105
nolja_0810,9356,8,45,104
nolja_0810,9357,8,45,104
nolja_0810,9358,7,45,104
nolja_0810,9359,7,45,104
nolja_0810,9360,7,45,104
nolja_0810,9361,8,45,104
nolja_0810,9362,8,45,104
nolja_0810,9363,7,45,104
nolja_0810,9364,7,45,104
nolja_0810,9365,7,45,104
nolja_0810,9366,8,45,104
nolja_0810,9367,8,45,104
nolja_0810,9368,7,45,104
nolja_0810,9369,7,45,104
nolja_0810,9370,7,45,104
nolja_0810,9371,8,45,104
nolja_0810,9372,8,45,104
nolja_0810,9373,7,45,104
nolja_0810,9374,7,45,104
nolja_0810,9375,8,45,104
nolja_0810,9376,8,45,104
nolja_0810,9379,3,36,104
nolja_0810,9380,10,91,104
nolja_0810,9381,10,21,104
nolja_0810,9382,9,21,104
nolja_0810,9383,10,21,104
nolja_0810,9386,9,2,74
nolja_0810,9387,8,8,74
nolja_0810,9612,8,11,71
nolja_0810,9613,8,11,71
nolja_0810,9614,7,11,71
nolja_0810,9615,8,11,71
nolja_0810,9616,8,11,71
nolja_0810,9617,7,11,71
nolja_0810,9618,8,11,71
nolja_0810,9619,7,11,71
nolja_0810,9620,8,11,71
nolja_0810,9621,8,11,71
nolja_0810,9622,7,11,71
nolja_0810,9625,11,1,67
nolja_0810,9626,11,2,67
nolja_0810,9627,10,3,67
nolja_0810,9628,9,5,67
nolja_0810,9630,9,7,67
nolja_0810,9631,8,8,67
nolja_0810,9632,9,9,67
nolja_0810,9633,7,11,67
nolja_0810,9634,8,12,67
nolja_0810,9636,13,15,67
nolja_0810,9639,8,19,67
nolja_0810,9640,9,20,67
nolja_0810,10876,12,3,19
nolja_0810,10877,13,3,19
nolja_0810,10878,13,3,19
nolja_0810,10879,13,3,19
nolja_0810,10880,7,5,19
nolja_0810,10881,7,5,19
nolja_0810,10882,7,5,19
nolja_0810,10883,9,6,19
nolja_0810,10884,9,7,19
nolja_0810,10885,9,8,19
nolja_0810,10886,8,9,19
nolja_0810,10887,7,10,19
nolja_0810,10889,7,13,19
nolja_0810,10890,9,14,19
nolja_0810,10891,8,14,19
nolja_0810,10892,8,15,19
nolja_0810,10893,8,16,19
nolja_0810,10894,8,15,19
nolja_0810,10895,8,16,19
nolja_0810,10896,8,17,19
nolja_0810,10898,7,17,19
nolja_0810,10899,7,17,19
nolja_0810,11116,8,17,19
nolja_0810,11117,8,17,19
nolja_0810,11118,8,17,19
nolja_0810,11119,8,17,19
