존,종류,화면번호,곡,근거,프레임수,크기기준
D17,더블존,82,아클루오이아스,싱0811 4:08 · 싱0811 4:09 · 싱0811 4:13 · 싱0811 4:14 · 싱0811 4:06,19,알확정
D17,더블존,83,까랴위사따,싱0811 7:32 · 싱0811 7:37 · 싱0811 7:42 · 싱0811 8:07 · 싱0811 4:10,20,알확정
D17,더블존,84,임프린팅,놀0814 1:20:28* · 싱0811 4:08* · 싱0811 4:09* · 싱0811 4:13* · 싱0811 4:10,19,알확정
D17,더블존,85,스마일 다이어리,놀0814 1:20:28 · 싱0811 7:32* · 싱0811 7:37* · 싱0811 7:42*,13,알확정
D17,더블존,86,VVV,놀0814 1:20:28*,1,알확정
D17,더블존,87,모노리스,놀0814 1:20:28*,1,알확정
D17,더블존,91,슈퍼☆하라구로☆팝,싱0811 7:22* · 싱0811 7:27* · 싱0811 7:47* · 싱0811 7:52* · 싱0811 7:30,29,알확정
D17,더블존,92,이미지네이션,싱0811 7:22* · 싱0811 7:27* · 싱0811 7:47* · 싱0811 7:52* · 싱0811 7:30,29,알확정
D17,더블존,93,오벨리스크,싱0811 7:22 · 싱0811 7:27 · 싱0811 7:47 · 싱0811 7:52 · 싱0811 7:30,30,알확정
D17,더블존,94,레이지 오브 파이어,싱0811 3:44* · 싱0811 7:22* · 싱0811 7:27* · 싱0811 7:47* · 싱0811 7:30,30,알확정
D17,더블존,95,우라늄,싱0811 3:44 · 싱0811 7:22* · 싱0811 7:27* · 싱0811 7:47* · 싱0811 7:30,30,알확정
D17,더블존,96,라이징 스타,싱0811 3:44*,1,알확정
D17,더블존,97,헤드리스 치킨,싱0811 3:44*,1,알확정
D17,더블존,100,블랙 드래곤,놀0814 1:20:32*,1,알확정
D17,더블존,101,사월,놀0814 1:20:32* · 놀0814 1:20:11,1,알확정
D17,더블존,102,킵 온!,놀0814 1:20:32 · 놀0814 1:20:11,1,알확정
D18,더블존,1,고민중독,싱0811 11:38 · 놀0825 7:32:46* · 싱0811 15:59*,5,알확정
D18,더블존,2,빌려온 고양이,놀0825 7:32:46 · 싱0811 11:38* · 싱0811 15:59* · 싱0811 58:56* · 싱0811 11:38,6,알확정
D18,더블존,3,뱅 뱅,싱0811 15:59 · 놀0825 7:32:46* · 싱0811 11:38* · 싱0811 58:56*,6,알확정
D18,더블존,4,비행기,싱0811 58:56 · 놀0825 7:32:46* · 싱0811 15:59*,4,알확정
D18,더블존,5,노스텔지어,싱0811 15:59* · 싱0811 58:56*,3,알확정
D18,더블존,6,조깅,싱0811 58:56*,1,표지확정
D18,더블존,51,파이어 오브 데스티니,놀0814 1:20:44*,2,알확정
D18,더블존,52,더 레버리,놀0814 1:20:44*,2,알확정
D18,더블존,53,시그너스,놀0814 1:20:44,2,알확정
D18,더블존,54,트로피카닉,놀0814 1:20:44*,2,알확정
D18,더블존,55,갓 모드 2.0 feat. Skizzo,놀0814 1:20:44*,2,알확정
D18,더블존,57,슈브 니구라스,싱0811 16:15,1,눈판독
D18,더블존,58,브레이크 아웃,싱0811 16:09* · 싱0811 16:13* · 싱0811 16:14* · 싱0811 16:18* · 싱0811 16:15,40,알확정
D18,더블존,59,사라반드,싱0811 16:09* · 싱0811 16:13* · 싱0811 16:14* · 싱0811 16:18* · 싱0811 16:07,40,알확정
D18,더블존,60,우츠시요 노 카제 feat. Kana,싱0811 16:09 · 싱0811 16:13 · 싱0811 16:14 · 싱0811 16:18 · 싱0811 16:15,40,알확정
D18,더블존,61,업 앤 업 (Produced by AWAL),싱0811 16:09* · 싱0811 16:13* · 싱0811 16:14* · 싱0811 16:18* · 싱0811 16:15,40,알확정
D18,더블존,62,트래블 투 퓨처,싱0811 16:09* · 싱0811 16:13* · 싱0811 16:14* · 싱0811 16:18*,40,알확정
D18,더블존,78,오버블로우,싱0811 16:23* · 싱0811 16:24* · 싱0811 16:28* · 싱0811 16:38*,14,알확정
D18,더블존,79,위 갓 투 노우,싱0811 16:23* · 싱0811 16:24* · 싱0811 16:28* · 싱0811 16:38*,14,알확정
D18,더블존,80,네이티브,싱0811 16:23 · 싱0811 16:24 · 싱0811 16:28 · 싱0811 16:38,14,알확정
D18,더블존,81,소서리스 엘리제,싱0811 16:23* · 싱0811 16:24* · 싱0811 16:28* · 싱0811 16:38*,14,알확정
D18,더블존,82,유 갓 투 노우,싱0811 16:23* · 싱0811 16:24* · 싱0811 16:28* · 싱0811 16:38*,14,알확정
D18,더블존,92,러브 이즈 어 데인저 존 pt.2,놀0814 1:20:51*,2,알확정
D18,더블존,93,점프,놀0814 1:20:51*,2,알확정
D18,더블존,94,제이 봉,놀0814 1:20:51,2,알확정
D18,더블존,95,파이널 오디션 3,놀0814 1:20:51*,2,알확정
D18,더블존,96,디 갱,놀0814 1:20:51*,2,알확정
D18,더블존,136,스텝,놀0814 1:21:00*,1,표지확정(크기전용)
D18,더블존,137,락 더 하우스,놀0814 1:21:00*,1,표지확정(크기전용)
D18,더블존,138,필 마이 해피니스,놀0814 1:21:00,1,표지확정(크기전용)
D18,더블존,139,배드 애플!! feat. Nomico,놀0814 1:21:00*,1,표지확정(크기전용)
D18,더블존,140,프라임,놀0814 1:21:00*,1,표지확정(크기전용)
D18,더블존,158,라 그랑 블루,싱0811 11:38* · 싱0811 11:38 ⚠정본 158번,2,알확정
D18,더블존,159,클루,놀0825 7:32:46* · 싱0811 11:38* · 싱0811 11:38 ⚠정본 159번,3,알확정
D19,더블존,2,스톰,싱0811 1:16:38* · 싱0811 1:16:42* · 싱0811 1:16:46* · 싱0811 (시각 미기재) ⚠정본 5번,3,알확정
D19,더블존,3,풀 문,싱0811 1:16:38* · 싱0811 1:16:42* · 싱0811 1:16:46* · 싱0811 (시각 미기재) ⚠정본 6번,3,알확정
D19,더블존,4,타이밍,싱0811 59:06*,1,알확정
D19,더블존,5,날아올라,싱0811 59:06*,1,알확정
D19,더블존,6,굿 나이트,싱0811 59:06,1,알확정
D19,더블존,7,또다른 진심,싱0811 59:06*,1,알확정
D19,더블존,8,엔조이 더 쇼,싱0811 59:06*,1,알확정
D19,더블존,78,바이너리 스타,싱0811 1:17:00* · 싱0811 1:17:02* · 싱0811 1:17:10*,3,알확정
D19,더블존,79,코스믹 레일로드,싱0811 1:17:00* · 싱0811 1:17:02* · 싱0811 1:17:10*,3,알확정
D19,더블존,80,에너지 시너지 매트릭스,싱0811 1:17:00 · 싱0811 1:17:02 · 싱0811 1:17:10,3,알확정
D19,더블존,81,밀크,싱0811 1:17:00* · 싱0811 1:17:02* · 싱0811 1:17:10*,3,알확정
D19,더블존,82,어콰이어,싱0811 1:17:00* · 싱0811 1:17:02* · 싱0811 1:17:10*,3,알확정
D19,더블존,88,팝핀 샤워,싱0811 1:17:12* · 싱0811 1:17:17* · 싱0811 1:17:25* · 싱0811 1:17:00,3,알확정
D19,더블존,89,익스트림 음악학원 2교시  feat. Nanahira,싱0811 1:17:12* · 싱0811 1:17:17* · 싱0811 1:17:25* · 싱0811 1:17:00,3,알확정
D19,더블존,90,솔저스 (TANO*C W TEAM RED ANTHEM),싱0811 1:17:12 · 싱0811 1:17:17 · 싱0811 1:17:25 · 싱0811 1:17:00,3,알확정
D19,더블존,91,팝 시퀀스,싱0811 1:17:12* · 싱0811 1:17:17* · 싱0811 1:17:25* · 싱0811 1:17:00,3,알확정
D19,더블존,92,클럽 나이트,싱0811 1:17:12* · 싱0811 1:17:17* · 싱0811 1:17:25* · 싱0811 1:17:00,3,알확정
D19,더블존,117,킬 뎀!,싱0811 1:16:38* · 싱0811 1:16:42* · 싱0811 1:16:46* · 싱0811 (시각 미기재) ⚠정본 2번,3,알확정
D19,더블존,118,도나텔로,싱0811 1:16:38* · 싱0811 1:16:42* · 싱0811 1:16:46* · 싱0811 (시각 미기재) ⚠정본 3번,3,알확정
D20,더블존,12,더 아포칼립스,싱0811 1:07:27* · 싱0811 1:07:29* · 싱0811 1:07:32* · 싱0811 1:07:34* · 싱0811 (시각 미기재),6,알확정
D20,더블존,13,그로스,싱0811 1:07:27* · 싱0811 1:07:29* · 싱0811 1:07:32* · 싱0811 1:07:34* · 싱0811 (시각 미기재),6,알확정
D20,더블존,14,꼭두각시,싱0811 1:07:27 · 싱0811 1:07:29 · 싱0811 1:07:32 · 싱0811 1:07:34,6,알확정
D20,더블존,15,루시드 드림,싱0811 1:07:27* · 싱0811 1:07:29* · 싱0811 1:07:32* · 싱0811 1:07:34* · 싱0811 (시각 미기재),6,알확정
D20,더블존,16,시,싱0811 1:07:27* · 싱0811 1:07:29* · 싱0811 1:07:32* · 싱0811 1:07:34* · 싱0811 (시각 미기재),6,알확정
D20,더블존,18,솔페지에토,싱0811 59:12*,1,알확정
D20,더블존,19,데몬 오브 라플라스,싱0811 59:12*,1,알확정
D20,더블존,20,임페리움,싱0811 59:12,1,알확정
D20,더블존,21,데카 댄스,싱0811 59:12*,1,알확정
D20,더블존,22,뉴 로즈,싱0811 59:12*,1,알확정
D20,더블존,29,텔링 포츈 플라워,놀0814 1:24:30*,1,알확정
D20,더블존,30,니알라토텝,놀0814 1:24:30*,1,알확정
D20,더블존,31,금혼식,놀0814 1:24:30,1,알확정
D20,더블존,32,까르멘 버스,놀0814 1:24:30*,1,알확정
D20,더블존,33,아이스 오브 데스,놀0814 1:24:30*,1,알확정
D20,더블존,58,러브 이즈 어 데인저 존(Cranky 믹스),놀0814 1:24:35*,1,알확정
D20,더블존,59,엑시던트,놀0814 1:24:35*,1,알확정
D20,더블존,60,디,놀0814 1:24:35,1,알확정
D20,더블존,61,루시드(PIU Edit),놀0814 1:24:35*,1,알확정
D20,더블존,62,멘탈 라이더,놀0814 1:24:35*,1,알확정
D20,더블존,78,태동 2,싱0811 1:12:38*,1,알확정
D20,더블존,79,비,싱0811 1:12:38*,1,알확정
D20,더블존,80,비트 오브 더 워,싱0811 1:12:38,1,알확정
D20,더블존,81,닥터 엠,싱0811 1:12:38*,1,알확정
D20,더블존,82,파이널 오디션 2,싱0811 1:12:38*,1,알확정
D20,더블존,84,카타스트로피,싱0811 1:03:05* · 싱0811 1:03:10* · 싱0811 1:12:42* · 싱0811 1:12:43* · 싱0811 (시각 미기재),25,알확정
D20,더블존,85,휴먼 익스팅션 (PIU Edit.),싱0811 1:03:05* · 싱0811 1:03:10* · 싱0811 1:12:42* · 싱0811 1:12:43* · 싱0811 (시각 미기재),25,알확정
D20,더블존,86,굿텍,싱0811 1:03:05 · 싱0811 1:03:10 · 싱0811 1:12:42 · 싱0811 1:12:43 · 싱0811 59:50,35,알확정
D20,더블존,87,스테이저,놀0814 1:24:40* · 싱0811 59:27* · 싱0811 59:32* · 싱0811 59:37* · 싱0811 59:50,36,알확정
D20,더블존,88,지젤,싱0811 59:27 · 싱0811 59:32 · 싱0811 59:37 · 싱0811 59:42 · 싱0811 59:50,36,알확정
D20,더블존,89,할시온,놀0814 1:24:40 · 싱0811 59:27* · 싱0811 59:32* · 싱0811 59:37* · 싱0811 59:50,11,알확정
D20,더블존,90,디스트로0ㅣ어,놀0814 1:24:40* · 싱0811 59:27* · 싱0811 59:32* · 싱0811 59:37*,11,알확정
D20,더블존,91,빅 대디,놀0814 1:24:40*,1,알확정
D20,더블존,96,페이브 가든,놀0814 1:24:39*,1,알확정
D20,더블존,97,인디스트럭터블,놀0814 1:24:39*,1,알확정
D20,더블존,98,크로스 소울,놀0814 1:24:39,1,알확정
D20,더블존,99,브로큰 카르마 (PIU EDIT),놀0814 1:24:39*,1,알확정
D20,더블존,100,천년이 지나서,놀0814 1:24:39*,1,알확정
D21,더블존,9,얼티밋 아이즈,싱0810 1:17:51 (정본 기준 +1칸),1,눈판독
D21,더블존,10,냥-턴 (feat. KuTiNA),싱0810 1:17:51 (정본 기준 +1칸),1,눈판독
D21,더블존,12,유포리아닉,싱0810 1:17:51 (정본 기준 +1칸),1,눈판독
D21,더블존,13,결투,싱0810 1:17:51 (정본 기준 +1칸),1,눈판독
D21,더블존,23,에렌델,놀0814 1:24:50*,1,알확정
D21,더블존,24,힘 오브 골든 글로리,놀0814 1:24:50*,1,알확정
D21,더블존,25,머독 vs 오타다,놀0814 1:24:50,1,알확정
D21,더블존,26,크림슨 후드,놀0814 1:24:50*,1,알확정
D21,더블존,27,디스트릭트 1,놀0814 1:24:50*,1,알확정
D21,더블존,48,암피트리온,놀0814 1:24:54*,1,알확정
D21,더블존,49,레드 스노우,놀0814 1:24:54*,1,알확정
D21,더블존,50,야근,놀0814 1:24:54 · 싱0810 1:18:11 (정본 기준 +1칸),1,알확정
D21,더블존,51,팬텀 -인터메조-,놀0814 1:24:54* · 싱0810 1:18:11 (정본 기준 +1칸),1,알확정
D21,더블존,52,미션 파서블 -블로우 백-,놀0814 1:24:54*,1,알확정
D21,더블존,53,파이널 오디션 에피소드 2-X,싱0810 1:18:11 (정본 기준 +1칸),1,눈판독
D21,더블존,54,비트 더 고스트,싱0810 1:18:11 (정본 기준 +1칸),1,눈판독
D21,더블존,59,팬텀,놀0814 1:24:56*,1,알확정
D21,더블존,60,하이 바이,놀0814 1:24:56*,1,알확정
D21,더블존,61,무혼 2,놀0814 1:24:56,1,알확정
D21,더블존,62,블레이징,놀0814 1:24:56*,1,알확정
D21,더블존,63,엑스트림,놀0814 1:24:56*,1,알확정
D21,더블존,69,터키 행진곡,놀0814 1:24:59*,1,알확정
D21,더블존,70,크래쉬 랜딩 랑데부,놀0814 1:24:59* · 놀0814 1:25:01*,2,알확정
D21,더블존,71,콰투오룩스,놀0814 1:24:59 · 놀0814 1:25:01*,2,알확정
D21,더블존,72,퍼페츄얼,놀0814 1:25:01 · 놀0814 1:24:59*,2,알확정
D21,더블존,73,댄싱,놀0814 1:24:59* · 놀0814 1:25:01*,2,알확정
D21,더블존,74,갤럭시 컬랩스,놀0814 1:25:01*,1,알확정
D22,더블존,2,고민중독,놀0814 1:28:17,1,눈판독
D22,더블존,3,빌려온 고양이,놀0814 1:28:17,1,눈판독
D22,더블존,78,미스터 라푸스,놀0814 1:28:32*,1,알확정
D22,더블존,79,엑스트라바간자,놀0814 1:28:32*,1,알확정
D22,더블존,80,나이트시어터,놀0814 1:28:32,1,알확정
D22,더블존,81,인피니트 에너지 -Overdoze-,놀0814 1:28:32*,1,알확정
D22,더블존,82,댓 키티 (PIU Edit.),놀0814 1:28:32*,1,알확정
D22,더블존,89,지젤,싱0810 1:02:23,1,눈판독
D22,더블존,90,스푸키 마카롱,싱0810 1:02:23,1,눈판독
D22,더블존,91,비코즈 오브 유,싱0810 1:02:21*,1,알확정
D22,더블존,92,팝핀 샤워,싱0810 1:02:21* · 싱0810 1:02:23,1,알확정
D22,더블존,93,배틀 넘버원,싱0810 1:02:21 · 싱0810 1:02:23,1,알확정
D22,더블존,94,솔저스 (TANO*C W TEAM RED ANTHEM),싱0810 1:02:21*,1,알확정
D22,더블존,95,호랑풍류가,싱0810 1:02:17* · 싱0810 1:02:21*,2,알확정
D22,더블존,96,클럽 나이트,싱0810 1:02:17*,1,알확정
D22,더블존,97,인디스트럭터블,싱0810 1:02:17,1,알확정
D22,더블존,98,니힐리즘 - 어나더 버전 -,싱0810 1:02:17*,1,알확정
D22,더블존,99,포인트 제로 2,싱0810 1:02:17*,1,알확정
D22,더블존,104,까랴위사따,싱0810 1:02:10*,1,알확정
D22,더블존,105,임프린팅,싱0810 1:02:10*,1,알확정
D22,더블존,106,저스트 홀드 온 (To All Fighters),싱0810 1:02:10,1,알확정
D22,더블존,107,드림 투 나이트메어,싱0810 1:02:10*,1,알확정
D22,더블존,108,파사칼리아,싱0810 1:02:10*,1,알확정
D22,더블존,109,하드코어 오브 더 노스,싱0810 1:02:09*,1,알확정
D22,더블존,110,유토피아,싱0810 1:02:09*,1,알확정
D22,더블존,111,스타 커맨드,싱0810 1:02:09,1,알확정
D22,더블존,112,드림체이서즈,싱0810 1:02:09*,1,알확정
D22,더블존,113,슈퍼☆하라구로☆팝,놀0814 1:28:39* · 싱0810 1:02:09*,2,알확정
D22,더블존,114,블랙스완,놀0814 1:28:39*,1,알확정
D22,더블존,115,레이지 오브 파이어,놀0814 1:28:39,1,알확정
D22,더블존,116,제로아이즈,놀0814 1:28:39*,1,알확정
D22,더블존,117,크로스 타임,놀0814 1:28:39* · 싱0810 1:02:03* · 싱0810 1:02:02,2,알확정
D22,더블존,118,사월,싱0810 1:02:03* · 싱0810 1:02:02,1,알확정
D22,더블존,119,킵 온!,싱0810 1:02:03,1,알확정
D22,더블존,120,아스테리오스 -리엔트리-,싱0810 1:02:03* · 싱0810 1:02:02,1,알확정
D22,더블존,121,레드라인,싱0810 1:02:03* · 놀0814 1:28:17,1,알확정
D22,더블존,122,도나텔로,놀0814 1:28:17,1,눈판독
D23,더블존,1,뱅 뱅,싱0810 1:21:31,1,눈판독
D23,더블존,2,404 (뉴 에라),싱0810 1:21:31,1,눈판독
D23,더블존,3,체이스 미,싱0810 1:01:49,1,눈판독
D23,더블존,4,엔조이 더 쇼,싱0810 1:01:49,1,눈판독
D23,더블존,5,더 라스트 리벨리온,싱0810 1:01:49,1,눈판독
D23,더블존,6,사월의 축제,싱0810 1:01:49,1,눈판독
D23,더블존,7,이터널 유니버스,싱0810 1:01:49,1,눈판독
D23,더블존,60,패스터 Z,놀0803 18:50*,1,표지확정(크기전용)
D23,더블존,61,파이널 오디션 에피소드 2-1,놀0803 18:50*,1,표지확정(크기전용)
D23,더블존,62,파이널 오디션 에피소드 2-2,놀0803 18:50,1,표지확정(크기전용)
D23,더블존,63,위치 닥터,놀0803 18:50*,1,표지확정(크기전용)
D23,더블존,64,캐논 디,놀0803 18:50*,1,표지확정(크기전용)
D23,더블존,104,BS파워 익스플로전,싱0810 1:21:31,1,눈판독
D23,더블존,105,인피니티,싱0810 1:21:31,1,눈판독
D24,더블존,2,풀 문,싱0810 1:15:29*,1,알확정
D24,더블존,3,굿 나이트,싱0810 1:15:25* · 싱0810 1:15:29*,2,알확정
D24,더블존,4,슬램,싱0810 1:15:29 · 싱0810 1:15:23* · 싱0810 1:15:25*,3,알확정
D24,더블존,5,블레이저,싱0810 1:15:25 · 싱0810 1:15:23* · 싱0810 1:15:29*,3,알확정
D24,더블존,6,디기탈리스,싱0810 1:15:23 · 싱0810 1:15:25* · 싱0810 1:15:29*,3,알확정
D24,더블존,7,오버나이트 플라워,싱0810 1:15:23* · 싱0810 1:15:25*,2,알확정
D24,더블존,8,ESP,싱0810 1:15:23*,1,알확정
D26,더블존,7,카오스 어게인,놀0808 46:04*,1,알확정
D26,더블존,8,헤라클레스,놀0808 46:04*,1,알확정
D26,더블존,9,크림슨 후드,놀0808 46:04,1,알확정
D26,더블존,10,도플갱어,놀0808 45:58* · 놀0808 46:00* · 놀0808 46:04*,3,알확정
D26,더블존,11,1949,놀0808 45:58* · 놀0808 46:00* · 놀0808 46:04*,3,알확정
D26,더블존,12,텔링 포츈 플라워,놀0808 45:58 · 놀0808 46:00 · 놀0808 49:27*,4,알확정
D26,더블존,13,리펜턴스,놀0808 45:58* · 놀0808 46:00* · 놀0808 49:27*,4,알확정
D26,더블존,14,슈브 니구라스,놀0808 49:27 · 놀0808 45:58* · 놀0808 46:00*,4,알확정
D26,더블존,15,이스케이프,놀0808 49:27*,2,알확정
D26,더블존,16,클리너,놀0808 49:27* · 놀0814 1:33:21*,3,알확정
D26,더블존,17,키메라,놀0814 1:33:21*,1,알확정
D26,더블존,18,콰투오룩스,놀0814 1:33:21,1,알확정
D26,더블존,19,프렉쳐 텀퍼렐르,놀0814 1:33:21*,1,알확정
D26,더블존,20,카타스트로피,놀0814 1:33:21*,1,알확정
D26,더블존,24,익스트림 음악학원 2교시  feat. Nanahira,놀0814 1:33:25*,1,알확정
D26,더블존,25,컨플릭트,놀0814 1:33:25*,1,알확정
D26,더블존,26,모페모페,놀0814 1:33:25,1,알확정
D26,더블존,27,시간의 회랑 라비린스,놀0814 1:33:25*,1,알확정
D26,더블존,28,아클루오이아스,놀0814 1:33:25*,1,알확정
D27,더블존,8,1949,놀0814 1:33:39* · 놀0814 1:33:40*,2,알확정
D27,더블존,9,1950,놀0814 1:33:39* · 놀0814 1:33:40*,2,알확정
D27,더블존,10,프리덤 다이브,놀0814 1:33:39 · 놀0814 1:33:40,2,알확정
D27,더블존,11,얼티메이텀,놀0814 1:33:39* · 놀0814 1:33:40*,2,알확정
숏컷 채널,전용채널,1,유포리아닉 - SHORT CUT -,싱0810 1:00:06 화면 003/062 의,1,눈판독
숏컷 채널,전용채널,2,피닉스 오프닝 - SHORT CUT -,싱0810 1:00:06 화면 003/062 의,1,눈판독
숏컷 채널,전용채널,3,쥬핀 - SHORT CUT -,싱0810 1:00:06 화면 003/062,1,눈판독
숏컷 채널,전용채널,4,그로스 - SHORT CUT -,싱0810 1:00:06 화면 003/062 의,1,눈판독
숏컷 채널,전용채널,5,네오 카타르시스 - SHORT CUT -,싱0810 1:00:06 화면 003/062 의,1,눈판독
숏컷 채널,전용채널,34,트롯프리스 - SHORT CUT -,놀0810 19:01 플레이 진입,1,눈판독
숏컷 채널,전용채널,42,러브 이즈 어 데인저 존 pt.2 - SHORT CUT -,놀0810 19:00 곁칸,1,눈판독
숏컷 채널,전용채널,43,엑스트라바간자 - SHORT CUT -,놀0810 19:00 곁칸,1,눈판독
숏컷 채널,전용채널,44,치킨 윙 - SHORT CUT -,놀0810 19:00 곁칸,1,눈판독
숏컷 채널,전용채널,46,무혼 2 - SHORT CUT -,놀0810 19:00 곁칸,1,눈판독
숏컷 채널,전용채널,47,월광 - SHORT CUT -,놀0810 19:00 곁칸,1,눈판독
숏컷 채널,전용채널,48,위치 닥터 - SHORT CUT -,놀0810 19:00 곁칸,1,눈판독
숏컷 채널,전용채널,58,팝 더 트랙 - SHORT CUT -,놀0810 18:53 화면 060/062 의 곁,1,눈판독
숏컷 채널,전용채널,59,파사칼리아 - SHORT CUT -,놀0810 18:53 화면 060/062 의 곁,1,눈판독
숏컷 채널,전용채널,61,사월 - SHORT CUT -,놀0810 18:53 화면 060/062 의 곁,1,눈판독
숏컷 채널,전용채널,62,히페리온 - SHORT CUT -,놀0810 18:53 화면 060/062 의 곁,1,눈판독
뉴튠즈,뉴튠즈,1,고민중독,놀0803 1:02:36 · 놀0803 3:27:27 · 놀0808 39:01 · 놀0808 39:02,84,표지확정
뉴튠즈,뉴튠즈,2,빌려온 고양이,놀0808 35:51 · 놀0814 1:16:37 · 싱0811 24:50 · 놀0803 58:07*,100,표지확정
뉴튠즈,뉴튠즈,3,뱅 뱅,놀0803 58:07 · 놀0803 1:02:39 · 놀0803 2:06:04 · 놀0803 2:06:05,113,표지확정
뉴튠즈,뉴튠즈,4,404 (뉴 에라),놀0803 1:02:40 · 놀0808 35:20 · 놀0808 35:21 · 놀0808 35:22,125,표지확정
뉴튠즈,뉴튠즈,5,엔조이 더 쇼,놀0803 1:02:41 · 놀0808 35:31 · 놀0808 35:54 · 놀0808 51:28,130,표지확정
뉴튠즈,뉴튠즈,6,응징 레스토랑,놀0803 1:02:42 · 놀0808 2:21:06 · 놀0808 3:02:40 · 놀0810 3:01:23,83,표지확정
뉴튠즈,뉴튠즈,7,블레이저,놀0803 1:02:43 · 놀0803 3:31:42 · 놀0808 55:23 · 놀0808 1:36:56,74,표지확정
뉴튠즈,뉴튠즈,8,B3,놀0803 1:02:44 · 놀0808 35:33 · 놀0808 38:43 · 놀0808 38:45,62,표지확정
뉴튠즈,뉴튠즈,9,디기탈리스,놀0803 1:02:45 · 놀0808 58:07 · 놀0808 58:08 · 놀0808 58:09,76,표지확정
뉴튠즈,뉴튠즈,10,더 라스트 리벨리온,놀0808 38:46 · 놀0808 38:47 · 놀0808 3:02:42 · 놀0810 3:01:27,74,표지확정
뉴튠즈,뉴튠즈,11,오버나이트 플라워,놀0803 3:27:30 · 놀0808 35:36 · 놀0808 35:37 · 놀0808 35:38,66,표지확정
뉴튠즈,뉴튠즈,12,레전더리 도미니언,놀0803 1:02:49 · 놀0808 35:40 · 놀0808 35:41 · 놀0808 2:21:12,75,표지확정
뉴튠즈,뉴튠즈,13,크래쉬 랜딩 랑데부,놀0808 35:42 · 놀0808 38:54 · 놀0808 51:40 · 놀0810 3:01:29,78,표지확정
뉴튠즈,뉴튠즈,14,콰투오룩스,놀0803 1:02:50 · 놀0808 35:43 · 놀0808 38:55 · 놀0808 51:41,52,표지확정
뉴튠즈,뉴튠즈,15,나이트시어터,놀0808 35:44 · 놀0808 38:56 · 놀0808 38:57 · 놀0808 2:21:16,62,표지확정
뉴튠즈,뉴튠즈,16,인피니트 에너지 -Overdoze-,놀0803 1:02:52 · 놀0803 1:02:54 · 놀0808 35:45 · 놀0808 38:58,64,표지확정
뉴튠즈,뉴튠즈,17,프리덤 다이브,놀0803 1:02:53 · 놀0808 35:46 · 놀0808 35:47 · 놀0808 55:15,48,표지확정
뉴튠즈,뉴튠즈,18,드림체이서즈,놀0814 1:16:39 · 싱0811 25:26 · 싱0811 25:27 · 싱0811 25:28,48,표지확정(크기전용)
뉴튠즈,뉴튠즈,19,슈퍼☆하라구로☆팝,놀0803 1:02:55 · 놀0808 35:49 · 놀0808 55:13 · 놀0808 55:17,41,표지확정(크기전용)
ORIGINAL,오리지널,37,머독,nolja_0825 8:13:55 제목 줄 직독(카운터 037/331),,직독
S20,싱글존,103,솔저스 (TANO*C W TEAM RED ANTHEM),nolja_0825 7:16:10(26170초) 제목 줄 직독 · 카운터 103/119,,직독
S18,싱글존,124,솔저스 (TANO*C W TEAM RED ANTHEM),nolja_0825 7:12:04(25924초) 제목 줄 직독(멈춘 화면 3.5초) · 카운터 124/157,,직독
ORIGINAL,오리지널,35,라크리모사,"nolja_0825 7:07:45(25665초) 곁칸(37번 확인 프레임의 -2칸, 3연속 프레임 일치)",,곁칸
ORIGINAL,오리지널,36,솔페지에토,"nolja_0825 7:07:45(25665초) 곁칸(37번 확인 프레임의 -1칸, 3연속 프레임 일치)",,곁칸
ORIGINAL,오리지널,38,리틀 먼치킨,"nolja_0825 7:07:45(25665초) 곁칸(37번 확인 프레임의 +1칸, 3연속 프레임 일치)",,곁칸
ORIGINAL,오리지널,39,"사이먼 세이즈, 유로댄스!! (feat. Sara☆M)","nolja_0825 7:07:45(25665초) 곁칸(37번 확인 프레임의 +2칸, 3연속 프레임 일치)",,곁칸
S20,싱글존,104,크로싱 델타,"nolja_0825 7:16:09(26169초) 곁칸(103번 확인 프레임의 +1칸, 5연속 프레임 일치)",,곁칸
S18,싱글존,126,니힐리즘 - 어나더 버전 -,"nolja_0825 7:12:03(25923초) 곁칸(124번 확인 프레임의 +2칸, 7연속 프레임 일치)",,곁칸
ORIGINAL,오리지널,40,바버스 매드니스,"nolja_0825 7:07:47(25667초) 스크롤 추적 직독(37번에서 이어지는 연속 프레임, 사용자 교차확인)",,직독
ORIGINAL,오리지널,41,요! 세이!! 페어리!!!,"nolja_0825 7:07:47.5(25667.5초) 스크롤 추적 직독(37번에서 이어지는 연속 프레임, 사용자 교차확인)",,직독
ORIGINAL,오리지널,42,데몬 오브 라플라스,nolja_0825 7:07:48(25668초) 스크롤 추적 직독(전환 프레임이라 확신도 낮음),,직독
ORIGINAL,오리지널,74,오블리터레이션,nolja_0825 427:52 제목 줄 직독(카운터 074/331),,직독
ORIGINAL,오리지널,112,시그너스,nolja_0825 427:58 제목 줄 직독(카운터 112/331),,직독
ORIGINAL,오리지널,261,파이널 오디션 에피소드 2-2,nolja_0825 428:24 제목 줄 직독(카운터 261/331),,직독
ORIGINAL,오리지널,298,틸 디 엔드 오브 타임,nolja_0825 431:40 제목 줄 직독(카운터 298/331),,직독
ORIGINAL,오리지널,164,엘리제,"nolja_0825 7:08:10(25690초) 곁칸(166번 확인 프레임의 -2칸, 3연속 프레임 일치)",,곁칸
